geneName	geneLengths	SangerProjectTARGET_ALL_phase1_SRR457638
ENSG00000000003	4535	0.625380016204747
ENSG00000000005	1610	0.406497010533086
ENSG00000000419	1207	634.95875345295
ENSG00000000457	6883	285.465131396927
ENSG00000000460	5967	237.415100151862
ENSG00000000938	3474	94.2864604431357
ENSG00000000971	8145	55.5858604403319
ENSG00000001036	2793	11.8926433081603
ENSG00000001084	8463	234.46539107543
ENSG00000001167	3811	1080.52116899829
ENSG00000001460	8511	35.6675069242107
ENSG00000001461	9404	343.646318904508
ENSG00000001497	5589	624.212640174498
ENSG00000001561	4651	33.468253867224
ENSG00000001617	4826	90.0234533326733
ENSG00000001626	8517	0.375228009722848
ENSG00000001629	7130	1196.81058301156
ENSG00000001630	4074	108.367933808013
ENSG00000001631	6204	807.709559929241
ENSG00000002016	4190	245.753500367925
ENSG00000002079	6346	0.646226016744905
ENSG00000002330	1708	294.251720624604
ENSG00000002549	3785	897.545399257053
ENSG00000002586	3284	19894.9330345143
ENSG00000002587	8166	13.7896293573147
ENSG00000002726	3824	1.18822203078902
ENSG00000002745	3261	12.6118303267957
ENSG00000002746	13965	1.03187702673783
ENSG00000002822	7230	455.453842801647
ENSG00000002834	7061	1855.36700907597
ENSG00000002919	3606	104.615653710784
ENSG00000002933	3479	4.4401981150537
ENSG00000003056	3777	955.809970766795
ENSG00000003096	6983	0.854686022146487
ENSG00000003137	5015	0.844263021876408
ENSG00000003147	4891	60.9432825791526
ENSG00000003249	4791	17.5627554550833
ENSG00000003393	10384	280.347438264318
ENSG00000003400	7598	3063.73669938706
ENSG00000003402	22529	5685.01703730925
ENSG00000003436	11714	217.705206641142
ENSG00000003509	3651	467.575792115749
ENSG00000003756	10368	12334.0052545968
ENSG00000003987	5692	124.315124221234
ENSG00000003989	7905	0.833840021606329
ENSG00000004059	1871	1296.99646160756
ENSG00000004139	11137	133.08086744837
ENSG00000004142	2121	714.642590517704
ENSG00000004399	9738	6201.45585469113
ENSG00000004455	5727	776.190407112522
ENSG00000004468	6855	160.337013154627
ENSG00000004478	5180	161.233391177854
ENSG00000004487	5435	2414.92577857517
ENSG00000004534	7302	3742.4512079738
ENSG00000004660	7424	807.042487911956
ENSG00000004700	3778	1076.22689288702
ENSG00000004766	9454	445.23930253697
ENSG00000004776	1722	1.04230002700791
ENSG00000004777	5260	717.383839588735
ENSG00000004779	1600	243.866937319041
ENSG00000004799	4519	37.283071966073
ENSG00000004809	3907	607.514993741831
ENSG00000004838	4009	60.1302885580864
ENSG00000004846	9257	1.08399202808823
ENSG00000004848	3097	0.750456019445696
ENSG00000004864	3710	240.614961234776
ENSG00000004866	6742	11.0379572860138
ENSG00000004897	6824	857.750384225891
ENSG00000004939	5287	154.573094005273
ENSG00000004948	4042	1.15695302997878
ENSG00000004961	2335	118.311476065668
ENSG00000004975	5350	460.300537927234
ENSG00000005001	2387	0.521150013503956
ENSG00000005007	8600	1390.17808402207
ENSG00000005020	5520	306.696782947078
ENSG00000005022	1500	4765.697990488
ENSG00000005059	3566	300.161561777738
ENSG00000005073	2307	0
ENSG00000005075	1355	558.56858447354
ENSG00000005100	5872	133.966822471327
ENSG00000005102	2707	1.03187702673783
ENSG00000005108	10929	4.31512211181275
ENSG00000005156	12919	677.651362559194
ENSG00000005175	5381	484.148362545175
ENSG00000005187	7822	87.084167256511
ENSG00000005189	4114	119.91661810726
ENSG00000005194	3509	334.6616926717
ENSG00000005206	7130	2944.43503829573
ENSG00000005238	6409	248.9325154503
ENSG00000005243	1851	0.0729610018905538
ENSG00000005249	4318	1306.90873486441
ENSG00000005302	6496	990.435177663998
ENSG00000005339	15492	10330.2251446751
ENSG00000005379	11354	621.81535011238
ENSG00000005381	3526	116.320683014083
ENSG00000005421	2832	1.75106404537329
ENSG00000005436	5465	397.90845831054
ENSG00000005448	2860	200.423872193351
ENSG00000005469	4979	100.644490607884
ENSG00000005471	7494	9.46408424523184
ENSG00000005483	9231	15188.3751475587
ENSG00000005486	2441	379.960051845464
ENSG00000005513	4432	2.51194306508907
ENSG00000005700	8722	904.643462440977
ENSG00000005801	5709	520.743516493423
ENSG00000005810	15945	9462.21852818349
ENSG00000005812	7082	2264.2196176701
ENSG00000005844	6472	1278.89171013844
ENSG00000005882	5481	219.633461691107
ENSG00000005884	9802	11.3610702943862
ENSG00000005889	9037	3046.6534019444
ENSG00000005893	5526	1289.73163041932
ENSG00000005961	5551	15.4364633999872
ENSG00000005981	4605	0.208460005401582
ENSG00000006007	4416	922.748213910104
ENSG00000006015	3370	233.506475050582
ENSG00000006016	3018	110.567186864999
ENSG00000006025	6572	543.757501089757
ENSG00000006042	5187	3.0435160788631
ENSG00000006047	4618	0
ENSG00000006059	1287	0
ENSG00000006062	5852	245.315734356582
ENSG00000006071	6778	0
ENSG00000006116	3088	0.510727013233877
