geneName	geneLengths	SangerProjectTARGET_ALL_phase1_SRR457653
ENSG00000000003	4535	0.465373909787352
ENSG00000000005	1610	0
ENSG00000000419	1207	563.60152749957
ENSG00000000457	6883	309.527606403927
ENSG00000000460	5967	258.613002853424
ENSG00000000938	3474	231.351534109069
ENSG00000000971	8145	388.958164890386
ENSG00000001036	2793	20.9755486875169
ENSG00000001084	8463	343.682004652668
ENSG00000001167	3811	3105.94594121729
ENSG00000001460	8511	31.1665628569182
ENSG00000001461	9404	457.732335297656
ENSG00000001497	5589	884.480210572658
ENSG00000001561	4651	32.6975755746244
ENSG00000001617	4826	31.1395846592494
ENSG00000001626	8517	0
ENSG00000001629	7130	1668.72292770677
ENSG00000001630	4074	495.899740449636
ENSG00000001631	6204	921.689889707395
ENSG00000002016	4190	753.413381748055
ENSG00000002079	6346	1.0116824125812
ENSG00000002330	1708	279.912289912967
ENSG00000002549	3785	793.631129922866
ENSG00000002586	3284	13920.163221318
ENSG00000002587	8166	8.14741569598727
ENSG00000002726	3824	0.991448764329577
ENSG00000002745	3261	15.1145352439631
ENSG00000002746	13965	4.52559265894657
ENSG00000002822	7230	283.210374577981
ENSG00000002834	7061	2607.9081786024
ENSG00000002919	3606	276.917709971726
ENSG00000002933	3479	9.26026634982659
ENSG00000003056	3777	923.854890070318
ENSG00000003096	6983	2.12453306642052
ENSG00000003137	5015	0.330482921443192
ENSG00000003147	4891	43.5967674328326
ENSG00000003249	4791	21.0902060276094
ENSG00000003393	10384	244.267346243022
ENSG00000003400	7598	2558.92926073464
ENSG00000003402	22529	6202.11903032905
ENSG00000003436	11714	10.2179923670701
ENSG00000003509	3651	388.418600937009
ENSG00000003756	10368	15670.576131566
ENSG00000003987	5692	167.534607523447
ENSG00000003989	7905	1.5175236188718
ENSG00000004059	1871	1109.91003029342
ENSG00000004139	11137	260.919638754109
ENSG00000004142	2121	676.43783924946
ENSG00000004399	9738	3444.49534376347
ENSG00000004455	5727	920.846821030244
ENSG00000004468	6855	1181.94856261862
ENSG00000004478	5180	118.845705280622
ENSG00000004487	5435	3323.64650730593
ENSG00000004534	7302	5353.76937098438
ENSG00000004660	7424	699.571643750483
ENSG00000004700	3778	819.408797795435
ENSG00000004766	9454	437.876381813395
ENSG00000004776	1722	2.01662027574519
ENSG00000004777	5260	779.015691335777
ENSG00000004779	1600	237.590242319986
ENSG00000004799	4519	3.0350472377436
ENSG00000004809	3907	478.13459728471
ENSG00000004838	4009	80.2061816694376
ENSG00000004846	9257	3.60158938878908
ENSG00000004848	3097	0.755389534727297
ENSG00000004864	3710	359.167490114578
ENSG00000004866	6742	29.5006591508678
ENSG00000004897	6824	1323.32780750213
ENSG00000004939	5287	18.3654080630574
ENSG00000004948	4042	0.175358284847408
ENSG00000004961	2335	130.560987618313
ENSG00000004975	5350	506.158200113209
ENSG00000005001	2387	0.505841206290601
ENSG00000005007	8600	1756.34811373514
ENSG00000005020	5520	615.332221529555
ENSG00000005022	1500	5566.53292689962
ENSG00000005059	3566	204.204722704807
ENSG00000005073	2307	0.242803779019488
ENSG00000005075	1355	1604.34620351952
ENSG00000005100	5872	596.649819643889
ENSG00000005102	2707	2.16500036292377
ENSG00000005108	10929	3.42623110394167
ENSG00000005156	12919	2112.77057223691
ENSG00000005175	5381	344.194590408376
ENSG00000005187	7822	79.6396395183922
ENSG00000005189	4114	82.8500450409832
ENSG00000005194	3509	393.106062781969
ENSG00000005206	7130	6320.64099723765
ENSG00000005238	6409	121.361422213241
ENSG00000005243	1851	0.1686137354302
ENSG00000005249	4318	300.489910184868
ENSG00000005302	6496	1172.72201901588
ENSG00000005339	15492	8715.89353271548
ENSG00000005379	11354	1671.73099674685
ENSG00000005381	3526	622.097004595015
ENSG00000005421	2832	0.883535973654249
ENSG00000005436	5465	372.447507917061
ENSG00000005448	2860	205.007324085455
ENSG00000005469	4979	130.480053025306
ENSG00000005471	7494	24.5299262303855
ENSG00000005483	9231	12005.7565919906
ENSG00000005486	2441	549.586353810612
ENSG00000005513	4432	0.30350472377436
ENSG00000005700	8722	1081.15801612786
ENSG00000005801	5709	1089.61568109704
ENSG00000005810	15945	12733.729533337
ENSG00000005812	7082	3361.3755167458
ENSG00000005844	6472	3503.97552507382
ENSG00000005882	5481	235.526410198321
ENSG00000005884	9802	12.9427903316222
ENSG00000005889	9037	1932.0031587569
ENSG00000005893	5526	903.223313403079
ENSG00000005961	5551	31.4768121301098
ENSG00000005981	4605	0
ENSG00000006007	4416	760.474924987872
ENSG00000006015	3370	372.865669980927
ENSG00000006016	3018	189.042975614923
ENSG00000006025	6572	598.976689192826
ENSG00000006042	5187	1.38937717994485
ENSG00000006047	4618	1.1802961480114
ENSG00000006059	1287	0
ENSG00000006062	5852	549.721244798956
ENSG00000006071	6778	0.526074854542225
ENSG00000006116	3088	1.34216533402439
ENSG00000006118	7271	11.3780548668299
ENSG00000006125	7587	2718.18156157375
ENSG00000006128	1888	0
ENSG00000006194	6945	1432.3534488313
ENSG00000006210	5983	3.37901925802121
ENSG00000006282	5337	253.837861866041
ENSG00000006283	9709	0.188847383681824
ENSG00000006327	1848	19.3366231791354
ENSG00000006377	3449	2.18523401117539
ENSG00000006432	12386	92.312647873326
ENSG00000006451	3665	201.331544653076
ENSG00000006453	4798	71.4719901741532
ENSG00000006459	9430	1856.55862897601
ENSG00000006468	9616	0.566542151045473
ENSG00000006530	6547	764.332807254515
ENSG00000006534	6626	139.524493793782
ENSG00000006555	6055	23.8352376404131
ENSG00000006576	8646	1909.31449451741
ENSG00000006606	706	0
ENSG00000006607	14413	836.57367606223
