geneName	geneLengths	SangerProjectTARGET_ALL_phase1_SRR457645
ENSG00000000003	4535	0
ENSG00000000005	1610	0
ENSG00000000419	1207	131.990698565488
ENSG00000000457	6883	186.677571680368
ENSG00000000460	5967	213.49134512374
ENSG00000000938	3474	65.1586839815417
ENSG00000000971	8145	393.974894654884
ENSG00000001036	2793	11.2814869645995
ENSG00000001084	8463	224.314015632842
ENSG00000001167	3811	1227.15858863611
ENSG00000001460	8511	44.9437707363621
ENSG00000001461	9404	453.121733609238
ENSG00000001497	5589	955.512257777989
ENSG00000001561	4651	94.9007859791222
ENSG00000001617	4826	107.248346472673
ENSG00000001626	8517	0.182177122035997
ENSG00000001629	7130	1066.92368885423
ENSG00000001630	4074	295.599248755446
ENSG00000001631	6204	535.472540070325
ENSG00000002016	4190	835.578985770958
ENSG00000002079	6346	5.40458795373458
ENSG00000002330	1708	172.130391120753
ENSG00000002549	3785	1454.11079888806
ENSG00000002586	3284	6522.40653264501
ENSG00000002587	8166	114.461211045135
ENSG00000002726	3824	0.607257073453324
ENSG00000002745	3261	11.7740399241783
ENSG00000002746	13965	101.486151575683
ENSG00000002822	7230	364.347496771178
ENSG00000002834	7061	1459.23874750834
ENSG00000002919	3606	288.332405776454
ENSG00000002933	3479	0.681477382430952
ENSG00000003056	3777	873.701235382194
ENSG00000003096	6983	1.14029383792902
ENSG00000003137	5015	0
ENSG00000003147	4891	3.92018177418201
ENSG00000003249	4791	10.1209512242221
ENSG00000003393	10384	338.896678092668
ENSG00000003400	7598	2452.46166954778
ENSG00000003402	22529	4292.26842498931
ENSG00000003436	11714	6.68657510880271
ENSG00000003509	3651	308.864442159993
ENSG00000003756	10368	19611.0972951424
ENSG00000003987	5692	169.303272078787
ENSG00000003989	7905	0.479058357946511
ENSG00000004059	1871	852.555194624386
ENSG00000004139	11137	156.15953008893
ENSG00000004142	2121	585.787162256341
ENSG00000004399	9738	1247.9200332474
ENSG00000004455	5727	667.672404961113
ENSG00000004468	6855	3558.02715017608
ENSG00000004478	5180	94.7388507595347
ENSG00000004487	5435	2526.12195255767
ENSG00000004534	7302	5133.34646092543
ENSG00000004660	7424	721.805999409069
ENSG00000004700	3778	546.106286156574
ENSG00000004766	9454	269.493941897769
ENSG00000004776	1722	2.30757687912263
ENSG00000004777	5260	1531.20545801337
ENSG00000004779	1600	137.368297315958
ENSG00000004799	4519	8.00229876795158
ENSG00000004809	3907	287.671170296472
ENSG00000004838	4009	163.001293116504
ENSG00000004846	9257	3.85945606683668
ENSG00000004848	3097	1.76104551301464
ENSG00000004864	3710	321.299717564154
ENSG00000004866	6742	8.34641110957513
ENSG00000004897	6824	1293.8016787972
ENSG00000004939	5287	112.14013956438
ENSG00000004948	4042	0
ENSG00000004961	2335	113.955163483924
ENSG00000004975	5350	343.046268094599
ENSG00000005001	2387	0.148440617955257
ENSG00000005007	8600	1485.57346259376
ENSG00000005020	5520	199.490695930233
ENSG00000005022	1500	2530.02863973022
ENSG00000005059	3566	408.515327913683
ENSG00000005073	2307	0
ENSG00000005075	1355	953.946883988643
ENSG00000005100	5872	358.895677711731
ENSG00000005102	2707	0
ENSG00000005108	10929	83.5180895022805
ENSG00000005156	12919	1536.62354056874
ENSG00000005175	5381	211.925971334394
ENSG00000005187	7822	221.075311241091
ENSG00000005189	4114	73.9301750425341
ENSG00000005194	3509	391.154522913734
ENSG00000005206	7130	4809.35457033563
ENSG00000005238	6409	57.9390721082632
ENSG00000005243	1851	1.01209512242221
ENSG00000005249	4318	147.570216149974
ENSG00000005302	6496	1399.49139878135
ENSG00000005339	15492	10503.9482604491
ENSG00000005379	11354	2554.35940647325
ENSG00000005381	3526	103.773486552357
ENSG00000005421	2832	1.43042777302339
ENSG00000005436	5465	364.23953995812
ENSG00000005448	2860	142.577213546024
ENSG00000005469	4979	94.9480170848353
ENSG00000005471	7494	326.090301143619
ENSG00000005483	9231	13056.0473211489
ENSG00000005486	2441	482.958297818245
ENSG00000005513	4432	1.35620746404576
ENSG00000005700	8722	678.508570071847
ENSG00000005801	5709	545.141422139865
ENSG00000005810	15945	7906.68276808595
ENSG00000005812	7082	1800.65891610624
ENSG00000005844	6472	1556.94641062698
ENSG00000005882	5481	171.367946128528
ENSG00000005884	9802	5.77568949862272
ENSG00000005889	9037	1757.0173744274
ENSG00000005893	5526	479.119083653856
ENSG00000005961	5551	18.730507065627
ENSG00000005981	4605	0
ENSG00000006007	4416	460.435807693942
ENSG00000006015	3370	295.815162381563
ENSG00000006016	3018	100.069218404292
ENSG00000006025	6572	457.831349578909
ENSG00000006042	5187	2.64494191993003
ENSG00000006047	4618	1.06607352895139
ENSG00000006059	1287	0
ENSG00000006062	5852	674.534409891136
ENSG00000006071	6778	0
ENSG00000006116	3088	2.53023780605552
ENSG00000006118	7271	23.0960106936747
ENSG00000006125	7587	2575.82257036941
ENSG00000006128	1888	0
ENSG00000006194	6945	1216.26169781803
ENSG00000006210	5983	0.96486401670917
ENSG00000006282	5337	230.696962204918
ENSG00000006283	9709	0.458816455498067
ENSG00000006327	1848	8.6095558414049
ENSG00000006377	3449	2.37504988728411
ENSG00000006432	12386	42.2178612066383
ENSG00000006451	3665	183.776232329424
ENSG00000006453	4798	44.3095244596442
ENSG00000006459	9430	1204.94647434935
ENSG00000006468	9616	0
ENSG00000006530	6547	587.332294143239
ENSG00000006534	6626	429.958249907402
ENSG00000006555	6055	6.51789258839901
ENSG00000006576	8646	801.525358551858
ENSG00000006606	706	0
ENSG00000006607	14413	999.308987375606
ENSG00000006611	4904	0
ENSG00000006625	1597	66.3192197219191
ENSG00000006634	4583	346.979944470413
ENSG00000006638	2793	52.9528168051298
ENSG00000006652	7489	1319.86650184998
ENSG00000006659	1079	0
ENSG00000006695	3172	103.874696064599
ENSG00000006704	6498	181.090806604597
ENSG00000006712	2668	711.077791111394
ENSG00000006715	7801	515.055207800661
ENSG00000006740	9281	15.7212109016249
ENSG00000006744	6345	884.388959874972
ENSG00000006747	11623	6.3896938728922
ENSG00000006756	7030	868.087481103159
ENSG00000006757	3441	21.9017384492165
ENSG00000006788	6349	1.39669126894264
ENSG00000006831	5878	884.948985842713
ENSG00000006837	3057	33.4733593489104
ENSG00000007001	2957	0.492552959578807
ENSG00000007038	1967	67.5202392671935
ENSG00000007047	6668	636.513369792142
ENSG00000007062	7434	37.4677614320701
ENSG00000007080	1660	287.69141219892
ENSG00000007129	1964	271.855497183421
ENSG00000007168	8127	3920.49889732037
ENSG00000007171	4176	4.05512779050497
ENSG00000007174	16980	10.9036381188952
ENSG00000007202	9235	4630.54435140689
ENSG00000007216	3226	0
ENSG00000007237	10100	8863.71316854757
ENSG00000007255	933	235.413325475405
ENSG00000007264	4141	9.64189286627555
ENSG00000007306	2649	0
ENSG00000007312	2080	3297.33168854257
ENSG00000007314	8247	93.4703582060988
ENSG00000007341	8111	527.328547985234
ENSG00000007350	3650	0.229408227749033
ENSG00000007372	14782	12.5702214204838
ENSG00000007376	2769	169.289777477154
ENSG00000007384	4914	17.3000792926036
ENSG00000007392	6176	2732.77828195465
ENSG00000007402	6322	22.9003389700065
ENSG00000007516	6146	83.1739771606569
ENSG00000007520	1243	138.960660308569
ENSG00000007541	7904	563.642520977743
ENSG00000007545	8373	2678.65143480751
ENSG00000007866	3046	145.390837986358
ENSG00000007908	4585	0.850159902834653
ENSG00000007923	5083	712.056149729735
ENSG00000007933	3463	0.155187918771405
ENSG00000007944	3033	3358.98177609972
ENSG00000007952	2529	0
ENSG00000007968	5457	2308.37980791975
ENSG00000008018	2256	841.961932343033
ENSG00000008056	3209	6.18727484840776
ENSG00000008083	6015	2080.46273365109
ENSG00000008086	17075	41.5633730274719
ENSG00000008118	2676	1.67333060240471
ENSG00000008128	4701	1571.74324131679
ENSG00000008130	5570	901.425894435746
ENSG00000008196	6149	0.256397431013626
ENSG00000008197	1856	0
ENSG00000008226	8338	180.719705059709
ENSG00000008256	5808	3270.64611381471
ENSG00000008277	12199	20.0394834239597
ENSG00000008282	2804	576.239731601491
ENSG00000008283	5320	48.2634427379069
ENSG00000008294	11963	3028.22234279132
ENSG00000008300	13895	38.2571956275594
ENSG00000008311	4591	114.454463744319
ENSG00000008323	4260	9.74310237851777
ENSG00000008324	1301	132.172875687524
ENSG00000008382	2049	84.3817440067474
ENSG00000008394	7440	2.33456608238722
ENSG00000008405	5062	911.418646944461
ENSG00000008438	720	1.99720104157982
ENSG00000008441	6302	129.669627084733
ENSG00000008513	8729	2660.70361463655
ENSG00000008516	4126	314.572658650454
ENSG00000008517	3209	93.5108420109957
ENSG00000008710	18608	2298.58272713471
ENSG00000008735	5901	48.2297062338262
ENSG00000008838	6962	1213.93387903646
ENSG00000008853	6580	241.08105816097
ENSG00000008869	8206	1547.21005554928
ENSG00000008952	7928	2632.33121470465
ENSG00000008988	3002	7612.09561445292
ENSG00000009307	5778	10272.1042571054
ENSG00000009335	9220	1298.99035312482
ENSG00000009413	12425	1823.81565250726
ENSG00000009694	12896	67.1693796247538
ENSG00000009709	6313	0.182177122035997
ENSG00000009724	4251	951.180490654022
ENSG00000009765	10362	4.20356840846023
ENSG00000009780	4034	432.488487713457
ENSG00000009790	7750	731.353430063919
ENSG00000009830	10008	496.790264491348
ENSG00000009844	7262	390.466298230487
ENSG00000009950	4815	5.40458795373458
ENSG00000009954	7053	2228.74141638676
ENSG00000010017	3347	1651.91466961426
ENSG00000010030	2374	48.8976890146249
ENSG00000010072	5906	413.805211753543
ENSG00000010165	3827	69.1733279671497
ENSG00000010219	7054	255.297620980594
ENSG00000010244	15842	10071.2708483128
ENSG00000010256	3236	728.580289428482
ENSG00000010270	4348	257.07216109524
ENSG00000010278	3299	1570.2453405356
ENSG00000010282	2891	0
ENSG00000010292	6487	865.435791882413
ENSG00000010295	5203	480.151420678727
ENSG00000010310	4736	9.07511959771912
ENSG00000010318	3367	146.828013060198
ENSG00000010319	5011	28.669281167813
ENSG00000010322	9161	2880.10559527524
ENSG00000010327	10588	30.6462403069444
ENSG00000010361	2950	207.621193413691
ENSG00000010379	4243	1.5451318868979
ENSG00000010404	9292	1231.03828660539
ENSG00000010438	1664	1.70031980566931
ENSG00000010539	7498	52.4805057479995
ENSG00000010610	4583	26.2200109715513
ENSG00000010626	3054	111.613850100721
ENSG00000010671	4575	3309.41610430429
ENSG00000010704	5675	42.1233989952122
ENSG00000010803	4447	2109.99566932337
ENSG00000010810	7411	1526.54982045023
ENSG00000010818	9774	2833.60319805035
ENSG00000010932	3602	2.87435014767907
ENSG00000011007	5391	2977.96844631265
ENSG00000011009	2196	316.569859692034
ENSG00000011021	6938	1184.77204490907
ENSG00000011028	6860	7.14539156430078
ENSG00000011052	1241	978.426091349628
ENSG00000011083	4391	0
ENSG00000011105	5714	28.5950608588354
ENSG00000011114	11333	1555.55646665885
ENSG00000011132	5556	193.984898464256
ENSG00000011143	4078	48.9786566244186
ENSG00000011198	3172	136.34945489272
ENSG00000011201	7131	1.45066967547183
ENSG00000011243	5081	2012.902010579
ENSG00000011258	7201	1058.99561039525
