geneName	geneLengths	SangerProjectTARGET_ALL_phase1_SRR527440
ENSG00000000003	4535	1.88611472737161
ENSG00000000005	1610	0.115068007240178
ENSG00000000419	1207	1469.82369196083
ENSG00000000457	6883	525.75072803721
ENSG00000000460	5967	767.063348090373
ENSG00000000938	3474	190.867806270436
ENSG00000000971	8145	264.391259940074
ENSG00000001036	2793	38.437717375056
ENSG00000001084	8463	378.118474748062
ENSG00000001167	3811	1578.92317169503
ENSG00000001460	8511	22.4232525413251
ENSG00000001461	9404	400.42165632531
ENSG00000001497	5589	3328.75235188275
ENSG00000001561	4651	44.9765819604
ENSG00000001617	4826	24.8146659091862
ENSG00000001626	8517	0
ENSG00000001629	7130	3510.69988611365
ENSG00000001630	4074	542.15542350419
ENSG00000001631	6204	1065.75988305853
ENSG00000002016	4190	788.030740192268
ENSG00000002079	6346	1.09064459036343
ENSG00000002330	1708	1030.6541349366
ENSG00000002549	3785	2085.44253365262
ENSG00000002586	3284	41049.4759708684
ENSG00000002587	8166	13.653069206889
ENSG00000002726	3824	0
ENSG00000002745	3261	38.8879834903437
ENSG00000002746	13965	99.7439504498883
ENSG00000002822	7230	899.866837316048
ENSG00000002834	7061	5980.14937471093
ENSG00000002919	3606	670.31116582873
ENSG00000002933	3479	7.01414548481433
ENSG00000003056	3777	3922.25312140024
ENSG00000003096	6983	0
ENSG00000003137	5015	1.01059728097896
ENSG00000003147	4891	9.35552928431013
ENSG00000003249	4791	34.2502425028808
ENSG00000003393	10384	401.267156030684
ENSG00000003400	7598	16363.9814042445
ENSG00000003402	22529	9065.84307460457
ENSG00000003436	11714	24.7396215566383
ENSG00000003509	3651	643.330219609326
ENSG00000003756	10368	24639.8776061884
ENSG00000003987	5692	229.220473379271
ENSG00000003989	7905	0.500295683652948
ENSG00000004059	1871	2958.37845431763
ENSG00000004139	11137	361.118427417535
ENSG00000004142	2121	2238.8031725196
ENSG00000004399	9738	10115.1582385414
ENSG00000004455	5727	2475.81825265018
ENSG00000004468	6855	938.879894727305
ENSG00000004478	5180	939.750409216861
ENSG00000004487	5435	5977.23265087523
ENSG00000004534	7302	9744.46915469561
ENSG00000004660	7424	2050.30176483284
ENSG00000004700	3778	1848.11226724134
ENSG00000004766	9454	524.660083446847
ENSG00000004776	1722	10.3611236084526
ENSG00000004777	5260	3705.0347414718
ENSG00000004779	1600	731.837529004369
ENSG00000004799	4519	14.5686103079739
ENSG00000004809	3907	372.48514535013
ENSG00000004838	4009	745.9208524992
ENSG00000004846	9257	0
ENSG00000004848	3097	0.19011235978812
ENSG00000004864	3710	791.427747884272
ENSG00000004866	6742	18.3058190648614
ENSG00000004897	6824	3824.3652679367
ENSG00000004939	5287	825.482875070528
ENSG00000004948	4042	0
ENSG00000004961	2335	603.596736413609
ENSG00000004975	5350	2149.94065318916
ENSG00000005001	2387	3.03179184293687
ENSG00000005007	8600	4530.80778803885
ENSG00000005020	5520	406.88047360127
ENSG00000005022	1500	13891.7702834735
ENSG00000005059	3566	931.195353026396
ENSG00000005073	2307	0
ENSG00000005075	1355	2071.93455019399
ENSG00000005100	5872	628.241301790353
ENSG00000005102	2707	0
ENSG00000005108	10929	1.0005913673059
ENSG00000005156	12919	2732.54498271669
ENSG00000005175	5381	938.739811935882
ENSG00000005187	7822	947.229829687473
ENSG00000005189	4114	199.317800367335
ENSG00000005194	3509	2224.94498208241
ENSG00000005206	7130	18065.2418794632
ENSG00000005238	6409	2845.4116889488
ENSG00000005243	1851	1.35580130269949
ENSG00000005249	4318	1016.02548914659
ENSG00000005302	6496	3983.89955553996
ENSG00000005339	15492	21681.3540661225
ENSG00000005379	11354	3635.91889277515
ENSG00000005381	3526	962.288729765427
ENSG00000005421	2832	1.61595505819902
ENSG00000005436	5465	778.530125159699
ENSG00000005448	2860	970.873803696911
ENSG00000005469	4979	302.708906351053
ENSG00000005471	7494	605.00757024151
ENSG00000005483	9231	30079.282391223
ENSG00000005486	2441	2579.30941777063
ENSG00000005513	4432	4.44762862767471
ENSG00000005700	8722	1444.65881907309
ENSG00000005801	5709	1370.56002536725
ENSG00000005810	15945	12180.8140779056
ENSG00000005812	7082	4214.08559958868
ENSG00000005844	6472	5304.66014855639
ENSG00000005882	5481	327.173365281682
ENSG00000005884	9802	2.07622708715974
ENSG00000005889	9037	3248.53994492267
ENSG00000005893	5526	4701.0383973586
ENSG00000005961	5551	184.934299462312
ENSG00000005981	4605	0
ENSG00000006007	4416	2204.85811038374
ENSG00000006015	3370	781.171686369386
ENSG00000006016	3018	285.463714135536
ENSG00000006025	6572	1986.79923370677
ENSG00000006042	5187	2.99176818824463
ENSG00000006047	4618	5.98853933332579
ENSG00000006059	1287	0
ENSG00000006062	5852	1396.80553693169
ENSG00000006071	6778	0
ENSG00000006116	3088	0
ENSG00000006118	7271	23.8641041102456
ENSG00000006125	7587	5845.09455490882
ENSG00000006128	1888	0
ENSG00000006194	6945	3628.30939542679
ENSG00000006210	5983	3.60713187913776
ENSG00000006282	5337	1001.53192319116
ENSG00000006283	9709	4.81784743357789
ENSG00000006327	1848	24.359396837062
ENSG00000006377	3449	0.700413957114127
ENSG00000006432	12386	124.823773071411
ENSG00000006451	3665	865.066269561149
ENSG00000006453	4798	220.805499980229
ENSG00000006459	9430	5095.75167993343
ENSG00000006468	9616	1.01059728097896
ENSG00000006530	6547	1036.71271566564
ENSG00000006534	6626	454.843820793078
ENSG00000006555	6055	3.96734477136788
ENSG00000006576	8646	4877.15748687495
ENSG00000006606	706	0
ENSG00000006607	14413	886.103703058756
ENSG00000006611	4904	0
ENSG00000006625	1597	511.097067463015
ENSG00000006634	4583	1099.28469682011
ENSG00000006638	2793	228.239893839311
ENSG00000006652	7489	3285.4817782036
ENSG00000006659	1079	0
ENSG00000006695	3172	208.578273471751
ENSG00000006704	6498	96.7922059163359
ENSG00000006712	2668	2673.42504177942
ENSG00000006715	7801	858.70751142192
ENSG00000006740	9281	12.2472383358242
ENSG00000006744	6345	2381.59256359099
ENSG00000006747	11623	0.400236546922359
ENSG00000006756	7030	736.765441488351
ENSG00000006757	3441	78.236239009648
ENSG00000006788	6349	1.89111768420814
ENSG00000006831	5878	5810.55914386625
ENSG00000006837	3057	30.2578829473303
ENSG00000007001	2957	0.135079834586296
ENSG00000007038	1967	6.38377292341162
ENSG00000007047	6668	2068.40746562424
ENSG00000007062	7434	24.9397398300995
ENSG00000007080	1660	996.458924958923
ENSG00000007129	1964	2842.22480544393
ENSG00000007168	8127	9963.10337140878
ENSG00000007171	4176	864.90617494238
ENSG00000007174	16980	0.945558842104072
ENSG00000007202	9235	12622.2449714199
ENSG00000007216	3226	0
ENSG00000007237	10100	16093.7516936762
ENSG00000007255	933	584.525464952759
ENSG00000007264	4141	143.634890776761
ENSG00000007306	2649	0
