geneName	geneLengths	SangerProjectTARGET_ALL_phase1_SRR457644
ENSG00000000003	4535	2.01989147180402
ENSG00000000005	1610	0
ENSG00000000419	1207	184.262741755607
ENSG00000000457	6883	514.302199464589
ENSG00000000460	5967	334.07924065259
ENSG00000000938	3474	255.796624012908
ENSG00000000971	8145	16.4090848997056
ENSG00000001036	2793	25.4681968183986
ENSG00000001084	8463	280.521716945358
ENSG00000001167	3811	1395.31941115463
ENSG00000001460	8511	93.8472653053562
ENSG00000001461	9404	1004.6156543928
ENSG00000001497	5589	808.510538891135
ENSG00000001561	4651	10.2075451969762
ENSG00000001617	4826	151.660747632108
ENSG00000001626	8517	0
ENSG00000001629	7130	1132.75378628972
ENSG00000001630	4074	96.9750571162099
ENSG00000001631	6204	828.114970500416
ENSG00000002016	4190	1352.32071811773
ENSG00000002079	6346	7.09326436586698
ENSG00000002330	1708	259.99853871345
ENSG00000002549	3785	414.179084067909
ENSG00000002586	3284	13607.5900051716
ENSG00000002587	8166	123.348489577491
ENSG00000002726	3824	1.31732052508958
ENSG00000002745	3261	26.9814265497835
ENSG00000002746	13965	575.135385764239
ENSG00000002822	7230	856.406962085417
ENSG00000002834	7061	2211.88249397349
ENSG00000002919	3606	161.145455412753
ENSG00000002933	3479	8.53893919852939
ENSG00000003056	3777	893.312203257542
ENSG00000003096	6983	2.12797930976009
ENSG00000003137	5015	1.65509501870229
ENSG00000003147	4891	26.3126330524304
ENSG00000003249	4791	83.8423848045476
ENSG00000003393	10384	291.337256230837
ENSG00000003400	7598	3018.03536689921
ENSG00000003402	22529	4033.91917839893
ENSG00000003436	11714	19.1247918283518
ENSG00000003509	3651	290.006424726003
ENSG00000003756	10368	13491.7941532713
ENSG00000003987	5692	134.07620749463
ENSG00000003989	7905	4.43835684607105
ENSG00000004059	1871	632.097676367087
ENSG00000004139	11137	898.263977333905
ENSG00000004142	2121	609.737004889925
ENSG00000004399	9738	5569.98246555211
ENSG00000004455	5727	1782.19956064876
